"","Mouse.gene.stable.ID","UpLFC"
"75","ENSMUSG00000028259","2.76109947313612"
"76","ENSMUSG00000028362","2.19509769056661"
"77","ENSMUSG00000028460","2.26178098028246"
"78","ENSMUSG00000028678","2.68636263433495"
"79","ENSMUSG00000028804","2.35316738722696"
"80","ENSMUSG00000029307","2.27768017430444"
"81","ENSMUSG00000029320","2.31517517935077"
"82","ENSMUSG00000029343","2.91636381972569"
"83","ENSMUSG00000029372","2.49053419061578"
"84","ENSMUSG00000029379","2.29649238635155"
"85","ENSMUSG00000029420","2.35710520417144"
"86","ENSMUSG00000029517","2.67939466056369"
"87","ENSMUSG00000029659","2.20917398557301"
"88","ENSMUSG00000030117","2.22178756990341"
"89","ENSMUSG00000030142","2.91408290023377"
"90","ENSMUSG00000030162","5.36849347107049"
"91","ENSMUSG00000030236","2.24979831822362"
"92","ENSMUSG00000030345","2.25497522615224"
"93","ENSMUSG00000030483","3.33337666479446"
"94","ENSMUSG00000030677","2.02218674356879"
"95","ENSMUSG00000030762","2.5820391771446"
"96","ENSMUSG00000030827","4.16365263858249"
"97","ENSMUSG00000030887","2.08880939833158"
"98","ENSMUSG00000031004","2.73857335569924"
"99","ENSMUSG00000031262","2.09545939925898"
"100","ENSMUSG00000031293","2.28841694410589"
"101","ENSMUSG00000031512","2.27766822641314"
"102","ENSMUSG00000031620","5.91350507066168"
"103","ENSMUSG00000031780","2.45503502342125"
"104","ENSMUSG00000031933","2.2777017725563"
"105","ENSMUSG00000032053","2.14949157727084"
"106","ENSMUSG00000032218","2.76050993514145"
"107","ENSMUSG00000032783","2.31802288980447"
"108","ENSMUSG00000032818","2.33090801122318"
"109","ENSMUSG00000032889","6.92018927671956"
"110","ENSMUSG00000032948","3.5049814739065"
"111","ENSMUSG00000033255","2.06573434262947"
"112","ENSMUSG00000033501","2.07277757437443"
"113","ENSMUSG00000033952","2.16367838070505"
"114","ENSMUSG00000034107","3.03284697903292"
"115","ENSMUSG00000034219","4.89069734072217"
"116","ENSMUSG00000034452","2.26944154455968"
"117","ENSMUSG00000034958","2.68700666403882"
"118","ENSMUSG00000035131","3.00263778312671"
"119","ENSMUSG00000035352","2.10535345184653"
"120","ENSMUSG00000035373","3.18446647216684"
"121","ENSMUSG00000035385","3.02455508848232"
"122","ENSMUSG00000035683","2.16884355587903"
"123","ENSMUSG00000037033","3.88065806659406"
"124","ENSMUSG00000037544","2.40876876888495"
"125","ENSMUSG00000037628","3.14833136249884"
"126","ENSMUSG00000037689","2.32319527606888"
"127","ENSMUSG00000037725","2.61216677117825"
"128","ENSMUSG00000038112","3.09782052098028"
"129","ENSMUSG00000038379","2.21635611036368"
"130","ENSMUSG00000038754","2.30947313811088"
"131","ENSMUSG00000038943","2.60970090639121"
"132","ENSMUSG00000039330","2.08346268439567"
"133","ENSMUSG00000039396","2.97751431271497"
"134","ENSMUSG00000039462","2.7061745380467"
"135","ENSMUSG00000039521","3.47125332386111"
"136","ENSMUSG00000039814","2.55846442496529"
"137","ENSMUSG00000040540","2.3161973619696"
"138","ENSMUSG00000040583","2.57402372576128"
"139","ENSMUSG00000041064","2.10872986291952"
"140","ENSMUSG00000041324","2.34277948752322"
"141","ENSMUSG00000041431","2.71885757606329"
"142","ENSMUSG00000041498","2.0657304003659"
"143","ENSMUSG00000041703","3.02665704752311"
"144","ENSMUSG00000041754","2.56256145971097"
"145","ENSMUSG00000042262","2.90058403019807"
"146","ENSMUSG00000042268","2.38211989957366"
"147","ENSMUSG00000042717","4.40306262927909"
"148","ENSMUSG00000042976","2.04706905993909"
"149","ENSMUSG00000043460","2.29648237473959"
"150","ENSMUSG00000043484","2.06522390003688"
"151","ENSMUSG00000043740","3.23451832401231"
"152","ENSMUSG00000043903","2.62418250570488"
"153","ENSMUSG00000043939","2.70181424880942"
"154","ENSMUSG00000044201","2.90373054575706"
"155","ENSMUSG00000044288","2.17471957402683"
"156","ENSMUSG00000044303","2.54609690421039"
"157","ENSMUSG00000044609","2.72176163824203"
"158","ENSMUSG00000045010","2.33587400478853"
"159","ENSMUSG00000045551","3.57374471484565"
"160","ENSMUSG00000046179","2.02502629691541"
"161","ENSMUSG00000046180","2.60823009753172"
"162","ENSMUSG00000046295","2.58095568884029"
"163","ENSMUSG00000046610","2.02373694391365"
"164","ENSMUSG00000047108","2.73942414009801"
"165","ENSMUSG00000047370","2.1251353110815"
"166","ENSMUSG00000047534","2.65886985283727"
"167","ENSMUSG00000047678","2.54502227393029"
"168","ENSMUSG00000048065","2.72049091116773"
"169","ENSMUSG00000048215","2.20662318671829"
"170","ENSMUSG00000048327","2.52946970022378"
"171","ENSMUSG00000048334","2.54801018464121"
"172","ENSMUSG00000048378","2.5076696230654"
"173","ENSMUSG00000048939","3.05450381183029"
"174","ENSMUSG00000049414","4.64839723397146"
"175","ENSMUSG00000049476","3.01649375708936"
"176","ENSMUSG00000049576","2.26945034181535"
"177","ENSMUSG00000049832","2.33589694193055"
"178","ENSMUSG00000049916","2.93010789236284"
"179","ENSMUSG00000050553","2.30710957425111"
"180","ENSMUSG00000050761","2.70830472985988"
"181","ENSMUSG00000050936","5.21926009429676"
"182","ENSMUSG00000050982","2.06528413187692"
"183","ENSMUSG00000051220","2.0168579910533"
"184","ENSMUSG00000051378","2.59811639761661"
"185","ENSMUSG00000051969","2.16300952572665"
"186","ENSMUSG00000052305","2.00715216756759"
"187","ENSMUSG00000052372","2.3376684321946"
"188","ENSMUSG00000052850","2.07584681008588"
"189","ENSMUSG00000053211","2.31517517935077"
"190","ENSMUSG00000053522","2.09676729161024"
"191","ENSMUSG00000053765","3.51385961139842"
"192","ENSMUSG00000053925","2.02925537271799"
"193","ENSMUSG00000054667","3.33853730635189"
"194","ENSMUSG00000055177","2.29649238635155"
"195","ENSMUSG00000056271","2.34272970312167"
"196","ENSMUSG00000057157","2.09900567897672"
"197","ENSMUSG00000058019","4.27313994969013"
"198","ENSMUSG00000058537","2.30711845564059"
"199","ENSMUSG00000058728","2.30456059394358"
"200","ENSMUSG00000059058","8.20049889119737"
"201","ENSMUSG00000059136","2.03288667513281"
"202","ENSMUSG00000059179","3.02088485966701"
"203","ENSMUSG00000059205","2.68544885146586"
"204","ENSMUSG00000059762","2.72049091116773"
"205","ENSMUSG00000059776","5.61859577189525"
"206","ENSMUSG00000060128","2.66425600651456"
"207","ENSMUSG00000060311","3.03133900188629"
"208","ENSMUSG00000060680","2.21871587184837"
"209","ENSMUSG00000060730","2.33998436848373"
"210","ENSMUSG00000060962","2.77678962194068"
"211","ENSMUSG00000061520","3.71269769999124"
"212","ENSMUSG00000061525","2.30710957425111"
"213","ENSMUSG00000062082","2.34751884959875"
"214","ENSMUSG00000062154","2.29652785070106"
"215","ENSMUSG00000062170","2.6458117696172"
"216","ENSMUSG00000062235","2.30615517740099"
"217","ENSMUSG00000062272","3.72696654996202"
"218","ENSMUSG00000062275","2.18583895629996"
"219","ENSMUSG00000062282","2.07110220416189"
"220","ENSMUSG00000062284","2.11406528689812"
"221","ENSMUSG00000062518","2.31671653209362"
"222","ENSMUSG00000062582","3.83223104646535"
"223","ENSMUSG00000063234","2.92825568383587"
"224","ENSMUSG00000063739","2.05956571674927"
"225","ENSMUSG00000063953","3.08685944538455"
"226","ENSMUSG00000063975","2.26944154455968"
"227","ENSMUSG00000064063","2.55526884451821"
"228","ENSMUSG00000064398","2.29640227358604"
"229","ENSMUSG00000064495","2.74070533057574"
"230","ENSMUSG00000064880","4.07045218849382"
"231","ENSMUSG00000065097","3.04444158758672"
"232","ENSMUSG00000065124","2.72238796775824"
"233","ENSMUSG00000065629","2.30463325222892"
"234","ENSMUSG00000065715","2.07844072120461"
"235","ENSMUSG00000066007","2.49175941242043"
"236","ENSMUSG00000066129","3.01697703477493"
"237","ENSMUSG00000066362","3.51138829465622"
"238","ENSMUSG00000066755","3.05794256018196"
"239","ENSMUSG00000067147","5.53039622876605"
"240","ENSMUSG00000067149","2.01881584544038"
"241","ENSMUSG00000067189","3.5074581243672"
"242","ENSMUSG00000067231","2.53436144465395"
"243","ENSMUSG00000067541","2.29652785070106"
"244","ENSMUSG00000067575","8.93786156027847"
"245","ENSMUSG00000067919","3.53631882098365"
"246","ENSMUSG00000068014","2.35890727319812"
"247","ENSMUSG00000068129","2.27965509876039"
"248","ENSMUSG00000068141","2.25377492506918"
"249","ENSMUSG00000068154","2.27890099165522"
"250","ENSMUSG00000068165","5.48463026188139"
"251","ENSMUSG00000068407","2.3381304930504"
"252","ENSMUSG00000068547","3.00263778312671"
"253","ENSMUSG00000068606","2.81242488283638"
"254","ENSMUSG00000068614","2.66920861959858"
"255","ENSMUSG00000068744","2.35190976923208"
"256","ENSMUSG00000069265","2.73474923212948"
"257","ENSMUSG00000069302","2.98572356220719"
"258","ENSMUSG00000069441","2.30692171689891"
"259","ENSMUSG00000069515","2.13978496238421"
"260","ENSMUSG00000069917","2.08482471544076"
"261","ENSMUSG00000069919","2.13399267030167"
"262","ENSMUSG00000070323","2.69371640483822"
"263","ENSMUSG00000070369","2.31211951378532"
"264","ENSMUSG00000070504","2.29649119853499"
"265","ENSMUSG00000070547","2.32319527606888"
"266","ENSMUSG00000070594","2.2789332087736"
"267","ENSMUSG00000070687","2.93708988534897"
"268","ENSMUSG00000071047","2.29649119853499"
"269","ENSMUSG00000071322","2.28837646309403"
"270","ENSMUSG00000071362","2.72557883557026"
"271","ENSMUSG00000071414","2.10766568954601"
"272","ENSMUSG00000072082","2.1816391563644"
"273","ENSMUSG00000072479","2.30711845564059"
"274","ENSMUSG00000072596","2.86598753301234"
"275","ENSMUSG00000072680","5.46845570638779"
"276","ENSMUSG00000072739","2.30711845564059"
"277","ENSMUSG00000072952","2.29649119853499"
"278","ENSMUSG00000073008","2.1554105656647"
"279","ENSMUSG00000073028","3.70322118355266"
"280","ENSMUSG00000073492","2.0172742018268"
"281","ENSMUSG00000073631","2.25031041472299"
"282","ENSMUSG00000073737","3.55798552763765"
"283","ENSMUSG00000074240","2.71345979874383"
"284","ENSMUSG00000074736","2.4211299652166"
"285","ENSMUSG00000074868","2.72239696605202"
"286","ENSMUSG00000074882","2.15178759433731"
"287","ENSMUSG00000075099","2.29631860400054"
"288","ENSMUSG00000075277","2.18700205282121"
"289","ENSMUSG00000075312","2.3059911818312"
"290","ENSMUSG00000076462","3.26407538567476"
"291","ENSMUSG00000076501","3.36624744856739"
"292","ENSMUSG00000076508","2.44663530612916"
"293","ENSMUSG00000076512","4.85156386706142"
"294","ENSMUSG00000076514","2.2696721437654"
"295","ENSMUSG00000076518","4.4767826084919"
"296","ENSMUSG00000076522","4.78483847545242"
"297","ENSMUSG00000076523","2.16314307459471"
"298","ENSMUSG00000076525","4.3629104902047"
"299","ENSMUSG00000076532","4.14840931090483"
"300","ENSMUSG00000076533","3.66361751718158"
"301","ENSMUSG00000076534","3.26682569454422"
"302","ENSMUSG00000076536","4.95296937794139"
"303","ENSMUSG00000076538","2.13948921639163"
"304","ENSMUSG00000076540","4.07012684090305"
"305","ENSMUSG00000076543","2.07680915601067"
"306","ENSMUSG00000076545","2.24286509805888"
"307","ENSMUSG00000076547","5.52594720329245"
"308","ENSMUSG00000076548","2.60261866091391"
"309","ENSMUSG00000076549","3.63480811711856"
"310","ENSMUSG00000076552","3.66731498409531"
"311","ENSMUSG00000076555","2.24983296537144"
"312","ENSMUSG00000076563","2.00282538508409"
"313","ENSMUSG00000076564","4.59351805638049"
"314","ENSMUSG00000076577","2.87061865055579"
"315","ENSMUSG00000076583","3.49313733583982"
"316","ENSMUSG00000076586","2.11230684517531"
"317","ENSMUSG00000076594","3.45783401347313"
"318","ENSMUSG00000076598","2.29600012746698"
"319","ENSMUSG00000076609","2.07988657400901"
"320","ENSMUSG00000076612","3.00129300889246"
"321","ENSMUSG00000076613","3.00123154385725"
"322","ENSMUSG00000076614","2.93518651799945"
"323","ENSMUSG00000076615","4.31355904463458"
"324","ENSMUSG00000076618","2.73018389286614"
"325","ENSMUSG00000076646","5.48339672159977"
"326","ENSMUSG00000076653","4.65789441876387"
"327","ENSMUSG00000076655","3.53642151581152"
"328","ENSMUSG00000076670","3.0494957773833"
"329","ENSMUSG00000076674","4.55973176379954"
"330","ENSMUSG00000076676","2.25030152272133"
"331","ENSMUSG00000076680","4.40552747161977"
"332","ENSMUSG00000076731","2.82299932983577"
"333","ENSMUSG00000076733","3.83223104646535"
"334","ENSMUSG00000076867","2.27766822641314"
"335","ENSMUSG00000076934","2.27958120046816"
"336","ENSMUSG00000076937","2.03681124797107"
"337","ENSMUSG00000076939","2.36363691522523"
"338","ENSMUSG00000076940","2.74880297043566"
"339","ENSMUSG00000077426","3.00296539682359"
"340","ENSMUSG00000078162","2.74701088834358"
"341","ENSMUSG00000078183","6.65964511829699"
"342","ENSMUSG00000078452","3.25814869174891"
"343","ENSMUSG00000078480","2.79482053006172"
"344","ENSMUSG00000078521","2.25444085153494"
"345","ENSMUSG00000079012","2.87590108654093"
"346","ENSMUSG00000079014","2.34226367338103"
"347","ENSMUSG00000079071","3.90921926545091"
"348","ENSMUSG00000079190","2.98899291567248"
"349","ENSMUSG00000079223","5.47885121796971"
"350","ENSMUSG00000079224","2.66425600651456"
"351","ENSMUSG00000079451","2.28838530517547"
"352","ENSMUSG00000079625","2.92223406683791"
"353","ENSMUSG00000079794","2.72239696605202"
"354","ENSMUSG00000080364","2.34211250853923"
"355","ENSMUSG00000080844","2.32739540615411"
"356","ENSMUSG00000081121","2.25029540864928"
"357","ENSMUSG00000081126","2.31890193969763"
"358","ENSMUSG00000081201","2.98550254342363"
"359","ENSMUSG00000081355","3.99800280930834"
"360","ENSMUSG00000081551","3.31370799232359"
"361","ENSMUSG00000081604","9.2516786245933"
"362","ENSMUSG00000081684","2.59047768548704"
"363","ENSMUSG00000081718","2.06009651960878"
"364","ENSMUSG00000081738","2.3464125558212"
"365","ENSMUSG00000081766","2.25031041472299"
"366","ENSMUSG00000081787","2.05739914374221"
"367","ENSMUSG00000081895","3.3727814433324"
"368","ENSMUSG00000081991","2.73339433953116"
"369","ENSMUSG00000082045","3.1929807022112"
"370","ENSMUSG00000082051","2.0392272079238"
"371","ENSMUSG00000082082","2.27975715470258"
"372","ENSMUSG00000082154","2.84624405339874"
"373","ENSMUSG00000082187","2.32318617971883"
"374","ENSMUSG00000082189","2.33151125727501"
"375","ENSMUSG00000082329","2.33117874696259"
"376","ENSMUSG00000082330","2.25030152272133"
"377","ENSMUSG00000082413","2.25031041472299"
"378","ENSMUSG00000082545","2.30401321213399"
"379","ENSMUSG00000082789","2.30711845564059"
"380","ENSMUSG00000082825","2.72224792145284"
"381","ENSMUSG00000082902","2.03733867816226"
"382","ENSMUSG00000082956","4.49429699661762"
"383","ENSMUSG00000083007","2.92227952813855"
"384","ENSMUSG00000083077","2.29649238635155"
"385","ENSMUSG00000083087","2.25028967475823"
"386","ENSMUSG00000083139","3.02712456974374"
"387","ENSMUSG00000083170","6.90011403776514"
"388","ENSMUSG00000083325","4.92074163656079"
"389","ENSMUSG00000083353","2.98853323506137"
"390","ENSMUSG00000083374","2.74700165628008"
"391","ENSMUSG00000083436","2.55240346403442"
"392","ENSMUSG00000083454","2.70617628205527"
"393","ENSMUSG00000083462","3.0218960922367"
"394","ENSMUSG00000083474","2.72201673088605"
"395","ENSMUSG00000083496","2.04250509632689"
"396","ENSMUSG00000083736","2.56948849957271"
"397","ENSMUSG00000083911","2.70050357836689"
"398","ENSMUSG00000084038","2.25073961263447"
"399","ENSMUSG00000084088","4.20416373136085"
"400","ENSMUSG00000084105","2.30462117413758"
"401","ENSMUSG00000084292","2.29652785070106"
"402","ENSMUSG00000084342","2.00729347504976"
"403","ENSMUSG00000084353","2.72653570780638"
"404","ENSMUSG00000084370","2.33117874696259"
"405","ENSMUSG00000084403","9.48717633396549"
"406","ENSMUSG00000084407","3.85941767415621"
"407","ENSMUSG00000084523","3.53007333498212"
"408","ENSMUSG00000084644","2.29642333091511"
"409","ENSMUSG00000084729","2.02537246365817"
"410","ENSMUSG00000084828","3.53178075300079"
"411","ENSMUSG00000084840","2.26958889964906"
"412","ENSMUSG00000084874","2.26945034181535"
"413","ENSMUSG00000084964","2.69476943593123"
"414","ENSMUSG00000085070","2.17093081117574"
"415","ENSMUSG00000085121","2.44338072772415"
"416","ENSMUSG00000085174","2.28839632706942"
"417","ENSMUSG00000085278","2.72049091116773"
"418","ENSMUSG00000085337","2.18005913852275"
"419","ENSMUSG00000085415","2.31318064321385"
"420","ENSMUSG00000085574","2.06357311109899"
"421","ENSMUSG00000085666","4.6317433308715"
"422","ENSMUSG00000085747","2.46835761989669"
"423","ENSMUSG00000085771","2.3546018687013"
"424","ENSMUSG00000085786","2.38230953011475"
"425","ENSMUSG00000085834","2.55449200823264"
"426","ENSMUSG00000085870","3.05721284445806"
"427","ENSMUSG00000085887","2.25846343416533"
"428","ENSMUSG00000085911","2.30711845564059"
"429","ENSMUSG00000086047","2.00864941698446"
"430","ENSMUSG00000086236","2.73474807872341"
"431","ENSMUSG00000086432","2.08406349630336"
"432","ENSMUSG00000086573","2.08318981123744"
"433","ENSMUSG00000086917","2.10109437023428"
"434","ENSMUSG00000086942","3.27925529918573"
"435","ENSMUSG00000087172","2.27126478818369"
"436","ENSMUSG00000087248","2.29649282904775"
"437","ENSMUSG00000087479","2.03108012478752"
"438","ENSMUSG00000087582","3.7237629122703"
"439","ENSMUSG00000087600","3.53331180605149"
"440","ENSMUSG00000087669","3.03133900188629"
"441","ENSMUSG00000088102","2.55526884451821"
"442","ENSMUSG00000088326","2.29626570361607"
"443","ENSMUSG00000088475","2.19346082860515"
"444","ENSMUSG00000088958","2.29649282904775"
"445","ENSMUSG00000089318","3.53289769547824"
"446","ENSMUSG00000089651","3.01978390727137"
"447","ENSMUSG00000089722","7.85698716591441"
"448","ENSMUSG00000089739","3.64138124169016"
"449","ENSMUSG00000089844","2.06520577990614"
"450","ENSMUSG00000089956","2.03757686695823"
"451","ENSMUSG00000089987","2.31389306572232"
"452","ENSMUSG00000090103","2.70114828432388"
"453","ENSMUSG00000090186","2.33117874696259"
"454","ENSMUSG00000090300","3.04447352266856"
"455","ENSMUSG00000090306","4.56323066526369"
"456","ENSMUSG00000090331","3.53152987595179"
"457","ENSMUSG00000090334","2.31517517935077"
"458","ENSMUSG00000090561","2.30462430593334"
"459","ENSMUSG00000090608","2.30617861415214"
"460","ENSMUSG00000090665","3.01648746878392"
"461","ENSMUSG00000090675","2.63095384698602"
"462","ENSMUSG00000090709","2.0697930187248"
"463","ENSMUSG00000090796","2.66471423430624"
"464","ENSMUSG00000090949","2.26111567607044"
"465","ENSMUSG00000091383","8.65949031461822"
"466","ENSMUSG00000091472","2.74089275736117"
"467","ENSMUSG00000091553","3.26250784531975"
"468","ENSMUSG00000091617","4.42948717702927"
"469","ENSMUSG00000091694","3.5283742392226"
"470","ENSMUSG00000091733","2.99799808989246"
"471","ENSMUSG00000092261","2.71342573110433"
"472","ENSMUSG00000092390","2.7061745380467"
"473","ENSMUSG00000092454","2.33116986058767"
"474","ENSMUSG00000092544","2.30708457729331"
"475","ENSMUSG00000092591","2.33846364144997"
"476","ENSMUSG00000092609","2.30704511288974"
"477","ENSMUSG00000092727","2.28837646309404"
"478","ENSMUSG00000092868","2.72239696605202"
"479","ENSMUSG00000093105","2.28839632706942"
"480","ENSMUSG00000093107","2.30711845564059"
"481","ENSMUSG00000093482","3.04715334827069"
"482","ENSMUSG00000093505","5.86532485468401"
"483","ENSMUSG00000093807","2.33117874696259"
"484","ENSMUSG00000093826","2.62658967754408"
"485","ENSMUSG00000093838","3.22736404840384"
"486","ENSMUSG00000093858","3.33632215786671"
"487","ENSMUSG00000093862","2.34310835241709"
"488","ENSMUSG00000093894","2.12688463452923"
"489","ENSMUSG00000093898","3.03284929130874"
"490","ENSMUSG00000093906","3.2604024384279"
"491","ENSMUSG00000093921","2.03198843752528"
"492","ENSMUSG00000093942","2.70131986311793"
"493","ENSMUSG00000094006","5.13485592247785"
"494","ENSMUSG00000094051","3.51624906205903"
"495","ENSMUSG00000094066","4.6936387817244"
"496","ENSMUSG00000094087","2.92466694412226"
"497","ENSMUSG00000094102","5.48564749778049"
"498","ENSMUSG00000094134","4.87993736672236"
"499","ENSMUSG00000094164","2.02327878953999"
"500","ENSMUSG00000094185","2.25031041472299"
"501","ENSMUSG00000094198","2.22523064214368"
"502","ENSMUSG00000094319","3.5435288039298"
"503","ENSMUSG00000094322","5.9116883903308"
"504","ENSMUSG00000094347","2.33578639385463"
"505","ENSMUSG00000094420","2.4775073379647"
"506","ENSMUSG00000094433","3.59298845831315"
"507","ENSMUSG00000094491","2.69685688998712"
"508","ENSMUSG00000094499","4.79098417900877"
"509","ENSMUSG00000094509","2.3218248539094"
"510","ENSMUSG00000094559","3.5230811940123"
"511","ENSMUSG00000094626","2.29643601596874"
"512","ENSMUSG00000094652","2.95498283175925"
"513","ENSMUSG00000094694","3.94357733734022"
"514","ENSMUSG00000094737","3.66247461802954"
"515","ENSMUSG00000094747","2.17565615184991"
"516","ENSMUSG00000094784","2.15851234415583"
"517","ENSMUSG00000094797","2.49313354599614"
"518","ENSMUSG00000094826","4.62573501635881"
"519","ENSMUSG00000094862","3.16853739279168"
"520","ENSMUSG00000094872","2.37891961685316"
"521","ENSMUSG00000094902","3.26250784531975"
"522","ENSMUSG00000094925","2.72238796775824"
"523","ENSMUSG00000094930","3.4495570832212"
"524","ENSMUSG00000094951","4.10287357791901"
"525","ENSMUSG00000094989","2.69382348689128"
"526","ENSMUSG00000094992","2.27890099165522"
"527","ENSMUSG00000095054","4.53921886442717"
"528","ENSMUSG00000095061","2.30463325222892"
"529","ENSMUSG00000095134","7.35116401298657"
"530","ENSMUSG00000095170","4.72796064497867"
"531","ENSMUSG00000095178","3.0276450106602"
"532","ENSMUSG00000095204","2.17689673798047"
"533","ENSMUSG00000095210","4.70986342239951"
"534","ENSMUSG00000095285","3.44032608027992"
"535","ENSMUSG00000095318","2.50169729819292"
"536","ENSMUSG00000095416","3.15181591525604"
"537","ENSMUSG00000095429","5.0842272503842"
"538","ENSMUSG00000095442","4.62392752131579"
"539","ENSMUSG00000095457","4.07873933068663"
"540","ENSMUSG00000095497","5.00228690417876"
"541","ENSMUSG00000095519","2.75584753633735"
"542","ENSMUSG00000095526","3.83223104646535"
"543","ENSMUSG00000095571","4.58526003674672"
"544","ENSMUSG00000095583","3.53627638986131"
"545","ENSMUSG00000095612","2.72796041118351"
"546","ENSMUSG00000095633","4.68699733053437"
"547","ENSMUSG00000095642","3.74170395536764"
"548","ENSMUSG00000095753","2.26344803113549"
"549","ENSMUSG00000095771","2.56858053394716"
"550","ENSMUSG00000095794","2.50832755632286"
"551","ENSMUSG00000095859","5.8110114843168"
"552","ENSMUSG00000095863","6.96954726137885"
"553","ENSMUSG00000095866","4.94170542794097"
"554","ENSMUSG00000095923","3.72219557519144"
"555","ENSMUSG00000095940","3.04640569652623"
"556","ENSMUSG00000096078","2.65467091789044"
"557","ENSMUSG00000096173","2.35365313860252"
"558","ENSMUSG00000096263","2.30700496014634"
"559","ENSMUSG00000096461","6.5194950559387"
"560","ENSMUSG00000096464","4.23383312676239"
"561","ENSMUSG00000096488","5.55549578180599"
"562","ENSMUSG00000096490","2.84220443391785"
"563","ENSMUSG00000096498","2.70629414726293"
"564","ENSMUSG00000096499","5.19129564092351"
"565","ENSMUSG00000096515","4.52674679591039"
"566","ENSMUSG00000096580","4.14448547696262"
"567","ENSMUSG00000096638","4.06586693204231"
"568","ENSMUSG00000096715","2.08823735299323"
"569","ENSMUSG00000096805","2.72651165122173"
"570","ENSMUSG00000096808","2.06970793679964"
"571","ENSMUSG00000096825","2.30710957425111"
"572","ENSMUSG00000096833","2.42408917494716"
"573","ENSMUSG00000096965","2.1612192281609"
"574","ENSMUSG00000097074","2.2776713582089"
"575","ENSMUSG00000097149","2.78556261645131"
"576","ENSMUSG00000097163","2.60573225246457"
"577","ENSMUSG00000097248","2.05227250500635"
"578","ENSMUSG00000097295","2.34564237395762"
"579","ENSMUSG00000097339","3.72287850128003"
"580","ENSMUSG00000097363","2.15087882709318"
"581","ENSMUSG00000097421","3.73824099445366"
